type,category,name,path,description
agents,security,ai-agent-audit-specialist,security/ai-agent-audit-specialist.md,"""Use this agent when you need to design, validate, or harden forensic audit trails for AI coding agents (Claude Code, Cursor, Codex CLI, Aider) operating in regulated environments. Focuses on tamper-evident logging, hash-chain integrity, and framework mapping for the NIST AI RMF, EU AI Act Annex IV,"
agents,security,api-security-audit,security/api-security-audit.md,"API security audit specialist. Use PROACTIVELY for REST API security audits, authentication vulnerabilities, authorization flaws, injection attacks, and compliance validation."
agents,security,comet-opik,security/comet-opik.md,"Unified Comet Opik agent for instrumenting LLM apps, managing prompts/projects, auditing prompts, and investigating traces/metrics via the latest Opik MCP server."
agents,security,compliance-auditor,security/compliance-auditor.md,"""Use this agent when you need to achieve regulatory compliance, implement compliance controls, or prepare for audits across frameworks like GDPR, HIPAA, PCI DSS, SOC 2, and ISO standards. Specifically:\\n\\n<example>\\nContext: A healthcare organization is building a patient data management system a"
agents,security,compliance-specialist,security/compliance-specialist.md,"Security compliance and regulatory framework specialist. Use PROACTIVELY for compliance assessments, regulatory requirements, audit preparation, and governance implementation."
agents,security,dynatrace-expert,security/dynatrace-expert.md,"The Dynatrace Expert Agent integrates observability and security capabilities directly into GitHub workflows, enabling development teams to investigate incidents, validate deployments, triage errors, detect performance regressions, validate releases, and manage security vulnerabilities by autonomous"
agents,security,elasticsearch-observability,security/elasticsearch-observability.md,"Our expert AI assistant for debugging code (O11y), optimizing vector search (RAG), and remediating security threats using live Elastic data."
agents,security,github-actions-expert,security/github-actions-expert.md,"GitHub Actions specialist focused on secure CI/CD workflows, action pinning, OIDC authentication, permissions least privilege, and supply-chain security"
agents,security,incident-responder,security/incident-responder.md,"Handles production incidents with urgency and precision. Use IMMEDIATELY when production issues occur. Coordinates debugging, implements fixes, and documents post-mortems."
agents,security,jfrog-sec,security/jfrog-sec.md,"The dedicated Application Security agent for automated security remediation. Verifies package and version compliance, and suggests vulnerability fixes using JFrog security intelligence."
agents,security,llm-redteam-specialist,security/llm-redteam-specialist.md,"""Use this agent when you need to red-team a Large Language Model deployment — jailbreak probes, prompt injection harness design, output-safety evaluation, and robustness evidence for EU AI Act Article 15 or NIST AI RMF MEASURE-2.7. Covers cloud-hosted models and on-prem / air-gapped local models (Ol"
agents,security,penetration-tester,security/penetration-tester.md,"""Use this agent when you need to conduct authorized security penetration tests to identify real vulnerabilities through active exploitation and validation. Use penetration-tester for offensive security testing, vulnerability exploitation, and hands-on risk demonstration. Specifically:\\n\\n<example>"
agents,security,platform-sre-kubernetes,security/platform-sre-kubernetes.md,"SRE-focused Kubernetes specialist prioritizing reliability, safe rollouts/rollbacks, security defaults, and operational verification for production-grade deployments"
agents,security,powershell-security-hardening,security/powershell-security-hardening.md,"""Use this agent when you need to harden PowerShell automation, secure remoting configuration, enforce least-privilege design, or align scripts with enterprise security baselines and compliance frameworks. Specifically:\\n\\n<example>\\nContext: User needs to review a PowerShell script that connects "
agents,security,read-only-auditor,security/read-only-auditor.md,"""Use this agent when you need a security audit that is guaranteed to make no changes to the codebase. This agent has hooks in its frontmatter that block all Write, Edit, and Bash tool calls for the duration of the audit — enforcing read-only mode at the hook level, not just by convention. Invoke for"
agents,security,se-security-reviewer,security/se-security-reviewer.md,"Security-focused code review specialist with OWASP Top 10, Zero Trust, LLM security, and enterprise security standards"
agents,security,security-auditor,security/security-auditor.md,"""Use this agent when conducting comprehensive security audits, compliance assessments, or risk evaluations across systems, infrastructure, and processes. Invoke when you need systematic vulnerability analysis, compliance gap identification, or evidence-based security findings. Specifically:\\n\\n<ex"
agents,security,security-engineer,security/security-engineer.md,"""Use this agent when implementing comprehensive security solutions across infrastructure, building automated security controls into CI/CD pipelines, or establishing compliance and vulnerability management programs. Invoke for threat modeling, zero-trust architecture design, security automation imple"
agents,security,stackhawk-security-onboarding,security/stackhawk-security-onboarding.md,Automatically set up StackHawk security testing for your repository with generated configuration and GitHub Actions workflow
agents,security,supply-chain-security,security/supply-chain-security.md,
agents,security,tdd-refactor,security/tdd-refactor.md,"Improve code quality, apply security best practices, and enhance design whilst maintaining green tests and GitHub issue compliance."
agents,security,terraform,security/terraform.md,"Terraform infrastructure specialist with automated HCP Terraform workflows. Leverages Terraform MCP server for registry integration, workspace management, and run orchestration. Generates compliant code using latest provider/module versions, manages private registries, automates variable sets, and o"
agents,security,wg-code-sentinel,security/wg-code-sentinel.md,Ask WG Code Sentinel to review your code for security issues.
agents,ui-analysis,screenshot-business-analyzer,ui-analysis/screenshot-business-analyzer.md,"Extracts business logic, functional modules, and data entities from UI screenshots"
agents,ui-analysis,screenshot-interaction-analyzer,ui-analysis/screenshot-interaction-analyzer.md,"Analyzes user interaction flows, clickable elements, and state transitions from UI screenshots"
agents,ui-analysis,screenshot-reviewer,ui-analysis/screenshot-reviewer.md,"Reviews synthesized task lists for completeness, consistency, and quality"
agents,ui-analysis,screenshot-synthesizer,ui-analysis/screenshot-synthesizer.md,Synthesizes analysis results from multiple agents into a unified feature list and task breakdown
agents,ui-analysis,screenshot-ui-analyzer,ui-analysis/screenshot-ui-analyzer.md,"Analyzes visual components, layout structure, and design patterns from UI screenshots"
agents,web-tools,accessibility,web-tools/accessibility.md,"Expert assistant for web accessibility (WCAG 2.1/2.2), inclusive UX, and a11y testing"
agents,web-tools,aem-frontend-specialist,web-tools/aem-frontend-specialist.md,"Expert assistant for developing AEM components using HTL, Tailwind CSS, and Figma-to-code workflows with design system integration"
agents,web-tools,electron-angular-native,web-tools/electron-angular-native.md,"Code Review Mode tailored for Electron app with Node.js backend (main), Angular frontend (render), and native integration layer (e.g., AppleScript, shell, or native tooling). Services in other repos are not reviewed here."
agents,web-tools,expert-nextjs-developer,web-tools/expert-nextjs-developer.md,"Expert Next.js 16 developer specializing in App Router, Server Components, Cache Components, Turbopack, and modern React patterns with TypeScript"
agents,web-tools,expert-react-frontend-engineer,web-tools/expert-react-frontend-engineer.md,"Expert React 19.2 frontend engineer specializing in modern hooks, Server Components, Actions, TypeScript, and performance optimization"
agents,web-tools,java-mcp-expert,web-tools/java-mcp-expert.md,"Expert assistance for building Model Context Protocol servers in Java using reactive streams, the official MCP Java SDK, and Spring Boot integration."
agents,web-tools,lingodotdev-i18n,web-tools/lingodotdev-i18n.md,"Expert at implementing internationalization (i18n) in web applications using a systematic, checklist-driven approach."
agents,web-tools,nextjs-architecture-expert,web-tools/nextjs-architecture-expert.md,"Master of Next.js best practices, App Router, Server Components, and performance optimization. Use PROACTIVELY for Next.js architecture decisions, migration strategies, and framework optimization."
agents,web-tools,react-performance-optimizer,web-tools/react-performance-optimizer.md,"Specialist in React performance patterns, bundle optimization, and Core Web Vitals. Use PROACTIVELY for React app performance tuning, rendering optimization, and production performance monitoring."
agents,web-tools,se-responsible-ai-code,web-tools/se-responsible-ai-code.md,"Responsible AI specialist ensuring AI works for everyone through bias prevention, accessibility compliance, ethical development, and inclusive design"
agents,web-tools,search-ai-optimization-expert,web-tools/search-ai-optimization-expert.md,"Expert guidance for modern search optimization: SEO, Answer Engine Optimization (AEO), and Generative Engine Optimization (GEO) with AI-ready content strategies"
agents,web-tools,seo-analyzer,web-tools/seo-analyzer.md,"SEO analysis and optimization specialist. Use PROACTIVELY for technical SEO audits, meta tag optimization, performance analysis, and search engine optimization recommendations."
agents,web-tools,url-context-validator,web-tools/url-context-validator.md,URL validation and contextual analysis specialist. Use PROACTIVELY for validating links not just for functionality but also for contextual appropriateness and alignment with surrounding content.
agents,web-tools,url-link-extractor,web-tools/url-link-extractor.md,"URL and link extraction specialist. Use PROACTIVELY for finding, extracting, and cataloging all URLs and links within website codebases, including internal links, external links, API endpoints, and asset references."
agents,web-tools,web-accessibility-checker,web-tools/web-accessibility-checker.md,"Web accessibility compliance specialist. Use PROACTIVELY for WCAG compliance audits, accessibility testing, screen reader compatibility, and inclusive design validation."
agents,web-tools,wordpress-master,web-tools/wordpress-master.md,"""Use this agent when you need to architect, optimize, or troubleshoot WordPress implementations ranging from custom theme/plugin development to enterprise-scale multisite platforms. Invoke this agent for performance optimization, security hardening, headless WordPress APIs, WooCommerce solutions, an"
commands,analysis,supply-chain-audit,analysis/supply-chain-audit.md,
commands,automation,act,automation/act.md,Execute GitHub Actions locally using act
commands,automation,ci-pipeline,automation/ci-pipeline.md,"Manage and automate CI/CD pipeline configuration with GitHub Actions, multi-environment support, and deployment strategies"
commands,automation,husky,automation/husky.md,Run comprehensive CI checks and fix issues until repository is in working state
commands,automation,szamlazz,automation/szamlazz.md,"Issue, cancel, and fetch Hungarian invoices via the szamlazz.hu Agent API — with NAV taxpayer lookup and automatic partner cache"
commands,automation,workflow-orchestrator,automation/workflow-orchestrator.md,"Orchestrate complex automation workflows with task dependencies, scheduling, and cross-platform execution"
commands,azure,appinsights-instrumentation,azure/appinsights-instrumentation.md,Instrument a webapp to send useful telemetry data to Azure App Insights
commands,azure,azure-role-selector,azure/azure-role-selector.md,"When user is asking for guidance for which role to assign to an identity given desired permissions, this agent helps them understand the role that will meet the requirements with least privilege access and how to apply that role."
commands,database,snowflake-semanticview,database/snowflake-semanticview.md,"Create, alter, and validate Snowflake semantic views using Snowflake CLI (snow). Use when asked to build or troubleshoot semantic views/semantic layer definitions with CREATE/ALTER SEMANTIC VIEW, to validate semantic-view DDL against Snowflake via CLI, or to guide Snowflake CLI installation and conn"
commands,database,supabase-backup-manager,database/supabase-backup-manager.md,Manage Supabase database backups with automated scheduling and recovery procedures
commands,database,supabase-data-explorer,database/supabase-data-explorer.md,Explore and analyze Supabase database data with intelligent querying and visualization
commands,database,supabase-migration-assistant,database/supabase-migration-assistant.md,Generate and manage Supabase database migrations with automated testing and validation
commands,database,supabase-performance-optimizer,database/supabase-performance-optimizer.md,Optimize Supabase database performance with intelligent analysis and recommendations
commands,database,supabase-realtime-monitor,database/supabase-realtime-monitor.md,Monitor and optimize Supabase realtime connections with performance analysis and debugging
commands,database,supabase-schema-sync,database/supabase-schema-sync.md,Synchronize database schema with Supabase using MCP integration
commands,database,supabase-security-audit,database/supabase-security-audit.md,Conduct comprehensive Supabase security audit with RLS analysis and vulnerability assessment
commands,database,supabase-type-generator,database/supabase-type-generator.md,Generate TypeScript types from Supabase schema with automatic synchronization and validation
commands,deployment,add-changelog,deployment/add-changelog.md,Generate and maintain project changelog with Keep a Changelog format
commands,deployment,blue-green-deployment,deployment/blue-green-deployment.md,"Implement blue-green deployment strategy with zero-downtime switching, health validation, and automatic rollback"
commands,deployment,changelog-demo-command,deployment/changelog-demo-command.md,Demonstrate changelog automation features with real examples and validation
commands,deployment,ci-setup,deployment/ci-setup.md,"Setup comprehensive CI/CD pipeline with automated testing, building, and deployment"
commands,deployment,containerize-application,deployment/containerize-application.md,"Containerize application with optimized Docker configuration, security, and multi-stage builds"
commands,deployment,deployment-monitoring,deployment/deployment-monitoring.md,"Comprehensive deployment monitoring with observability, alerting, health checks, and performance tracking"
commands,deployment,hotfix-deploy,deployment/hotfix-deploy.md,"Deploy critical hotfixes with emergency procedures, validation, and rollback capabilities"
commands,deployment,prepare-release,deployment/prepare-release.md,"Prepare and validate release packages with comprehensive testing, documentation, and automation"
commands,deployment,rollback-deploy,deployment/rollback-deploy.md,"Rollback deployment to previous version with safety checks, database considerations, and monitoring"
commands,deployment,setup-automated-releases,deployment/setup-automated-releases.md,"Setup automated release workflows with semantic versioning, conventional commits, and comprehensive automation"
commands,deployment,setup-kubernetes-deployment,deployment/setup-kubernetes-deployment.md,"Configure comprehensive Kubernetes deployment with manifests, security, scaling, and production best practices"
commands,design,web-design-reviewer,design/web-design-reviewer.md,"This skill enables visual inspection of websites running locally or remotely to identify and fix design issues. Triggers on requests like ""review website design"", ""check the UI"", ""fix the layout"", ""find design problems"". Detects issues with responsive design, accessibility, visual consistency, and l"
commands,documentation,create-architecture-documentation,documentation/create-architecture-documentation.md,"Generate comprehensive architecture documentation with diagrams, ADRs, and interactive visualization"
commands,documentation,create-onboarding-guide,documentation/create-onboarding-guide.md,"Create comprehensive developer onboarding guide with environment setup, workflows, and interactive tutorials"
commands,documentation,doc-api,documentation/doc-api.md,Generate comprehensive API documentation from code with interactive examples and testing capabilities
commands,documentation,docs-maintenance,documentation/docs-maintenance.md,"Use PROACTIVELY to implement comprehensive documentation maintenance systems with quality assurance, validation, and automated updates"
commands,documentation,generate-api-documentation,documentation/generate-api-documentation.md,Auto-generate API reference documentation with multiple output formats and automated deployment
commands,documentation,interactive-documentation,documentation/interactive-documentation.md,"Use PROACTIVELY to create interactive documentation platforms with live examples, code playgrounds, and user engagement features"
commands,documentation,load-llms-txt,documentation/load-llms-txt.md,Load and process external documentation context from llms.txt files or custom sources
commands,documentation,migration-guide,documentation/migration-guide.md,"Create comprehensive migration guides with step-by-step procedures, validation, and rollback strategies"
commands,documentation,troubleshooting-guide,documentation/troubleshooting-guide.md,"Generate systematic troubleshooting documentation with diagnostic procedures, common issues, and automated solutions"
commands,documentation,update-docs,documentation/update-docs.md,"Systematically update project documentation with implementation status, API changes, and synchronized content"
commands,game-development,game-analytics-integration,game-development/game-analytics-integration.md,"Use PROACTIVELY to implement game analytics systems with player behavior tracking, performance monitoring, and business intelligence integration"
commands,game-development,game-asset-pipeline,game-development/game-asset-pipeline.md,"Use PROACTIVELY to build automated game asset processing pipelines with optimization, validation, and multi-platform delivery systems"
commands,game-development,game-performance-profiler,game-development/game-performance-profiler.md,Use PROACTIVELY to analyze game performance bottlenecks and generate optimization recommendations across multiple platforms
commands,game-development,game-testing-framework,game-development/game-testing-framework.md,"Use PROACTIVELY to implement comprehensive game testing frameworks with automated validation, performance testing, and multi-platform verification"
commands,game-development,unity-project-setup,game-development/unity-project-setup.md,"Use PROACTIVELY to set up professional Unity game development projects with industry-standard structure, essential packages, and platform-optimized configurations"
commands,git-workflow,branch-cleanup,git-workflow/branch-cleanup.md,"Use PROACTIVELY to clean up merged branches, stale remotes, and organize branch structure"
commands,git-workflow,commit,git-workflow/commit.md,Create well-formatted commits with conventional commit format and emoji
commands,git-workflow,create-pr,git-workflow/create-pr.md,
commands,git-workflow,create-pull-request,git-workflow/create-pull-request.md,
commands,git-workflow,create-worktrees,git-workflow/create-worktrees.md,
commands,git-workflow,fix-github-issue,git-workflow/fix-github-issue.md,
commands,git-workflow,gemini-review,git-workflow/gemini-review.md,Transform Gemini Code Assist PR reviews into prioritized TodoLists with automated execution
commands,git-workflow,git-bisect-helper,git-workflow/git-bisect-helper.md,Use PROACTIVELY to guide automated git bisect sessions for finding regression commits with smart test execution
commands,git-workflow,pr-review,git-workflow/pr-review.md,
commands,git-workflow,update-branch-name,git-workflow/update-branch-name.md,
commands,git-workflow,worktree-check,git-workflow/worktree-check.md,"Check current worktree status, branch, and assigned task"
commands,git-workflow,worktree-cleanup,git-workflow/worktree-cleanup.md,Clean up merged worktrees and their branches
commands,git-workflow,worktree-deliver,git-workflow/worktree-deliver.md,"Commit, push, and create PR from the current worktree"
commands,git-workflow,worktree-init,git-workflow/worktree-init.md,Create parallel worktrees for multi-task development with Ghostty panels
commands,git,feature,git/feature.md,Create a new Git Flow feature branch from develop with proper naming and tracking
commands,git,finish,git/finish.md,Complete and merge current Git Flow branch (feature/release/hotfix) with proper cleanup and tagging
commands,git,flow-status,git/flow-status.md,"Display comprehensive Git Flow status including branch type, sync status, changes, and merge targets"
commands,git,hotfix,git/hotfix.md,Create a new Git Flow hotfix branch from main for emergency production fixes
commands,git,release,git/release.md,Create a new Git Flow release branch from develop with version bumping and changelog generation
commands,google-workspace,gws-admin-reports,google-workspace/gws-admin-reports.md,Google Workspace Admin SDK: Audit logs and usage reports.
commands,google-workspace,gws-admin,google-workspace/gws-admin.md,"Google Workspace Admin SDK: Manage users, groups, and devices."
commands,google-workspace,gws-alertcenter,google-workspace/gws-alertcenter.md,Google Workspace Alert Center: Manage Workspace security alerts.
commands,google-workspace,gws-apps-script-push,google-workspace/gws-apps-script-push.md,Google Apps Script: Upload local files to an Apps Script project.
commands,google-workspace,gws-apps-script,google-workspace/gws-apps-script.md,Google Apps Script: Manage and execute Apps Script projects.
commands,google-workspace,gws-calendar-agenda,google-workspace/gws-calendar-agenda.md,Google Calendar: Show upcoming events across all calendars.
commands,google-workspace,gws-calendar-insert,google-workspace/gws-calendar-insert.md,Google Calendar: Create a new event.
commands,google-workspace,gws-calendar,google-workspace/gws-calendar.md,Google Calendar: Manage calendars and events.
commands,google-workspace,gws-chat-send,google-workspace/gws-chat-send.md,Google Chat: Send a message to a space.
commands,google-workspace,gws-chat,google-workspace/gws-chat.md,Google Chat: Manage Chat spaces and messages.
commands,google-workspace,gws-classroom,google-workspace/gws-classroom.md,"Google Classroom: Manage classes, rosters, and coursework."
commands,google-workspace,gws-cloudidentity,google-workspace/gws-cloudidentity.md,Google Cloud Identity: Manage identity groups and memberships.
commands,google-workspace,gws-docs-write,google-workspace/gws-docs-write.md,Google Docs: Append text to a document.
commands,google-workspace,gws-docs,google-workspace/gws-docs.md,Read and write Google Docs.
commands,google-workspace,gws-drive-upload,google-workspace/gws-drive-upload.md,Google Drive: Upload a file with automatic metadata.
commands,google-workspace,gws-drive,google-workspace/gws-drive.md,"Google Drive: Manage files, folders, and shared drives."
commands,google-workspace,gws-events-renew,google-workspace/gws-events-renew.md,Google Workspace Events: Renew/reactivate Workspace Events subscriptions.
commands,google-workspace,gws-events-subscribe,google-workspace/gws-events-subscribe.md,Google Workspace Events: Subscribe to Workspace events and stream them as NDJSON.
commands,google-workspace,gws-events,google-workspace/gws-events.md,Subscribe to Google Workspace events.
commands,google-workspace,gws-forms,google-workspace/gws-forms.md,Read and write Google Forms.
commands,google-workspace,gws-gmail-send,google-workspace/gws-gmail-send.md,Gmail: Send an email.
commands,google-workspace,gws-gmail-triage,google-workspace/gws-gmail-triage.md,"Gmail: Show unread inbox summary (sender, subject, date)."
commands,google-workspace,gws-gmail-watch,google-workspace/gws-gmail-watch.md,Gmail: Watch for new emails and stream them as NDJSON.
commands,google-workspace,gws-gmail,google-workspace/gws-gmail.md,"Gmail: Send, read, and manage email."
commands,google-workspace,gws-groupssettings,google-workspace/gws-groupssettings.md,Manage Google Groups settings.
commands,google-workspace,gws-keep,google-workspace/gws-keep.md,Manage Google Keep notes.
commands,google-workspace,gws-licensing,google-workspace/gws-licensing.md,Google Workspace Enterprise License Manager: Manage product licenses.
commands,google-workspace,gws-meet,google-workspace/gws-meet.md,Manage Google Meet conferences.
commands,google-workspace,gws-modelarmor-create-template,google-workspace/gws-modelarmor-create-template.md,Google Model Armor: Create a new Model Armor template.
commands,google-workspace,gws-modelarmor-sanitize-prompt,google-workspace/gws-modelarmor-sanitize-prompt.md,Google Model Armor: Sanitize a user prompt through a Model Armor template.
commands,google-workspace,gws-modelarmor-sanitize-response,google-workspace/gws-modelarmor-sanitize-response.md,Google Model Armor: Sanitize a model response through a Model Armor template.
commands,google-workspace,gws-modelarmor,google-workspace/gws-modelarmor.md,Google Model Armor: Filter user-generated content for safety.
commands,google-workspace,gws-people,google-workspace/gws-people.md,Google People: Manage contacts and profiles.
commands,google-workspace,gws-reseller,google-workspace/gws-reseller.md,Google Workspace Reseller: Manage Workspace subscriptions.
commands,google-workspace,gws-shared,google-workspace/gws-shared.md,"gws CLI: Shared patterns for authentication, global flags, and output formatting."
commands,google-workspace,gws-sheets-append,google-workspace/gws-sheets-append.md,Google Sheets: Append a row to a spreadsheet.
commands,google-workspace,gws-sheets-read,google-workspace/gws-sheets-read.md,Google Sheets: Read values from a spreadsheet.
commands,google-workspace,gws-sheets,google-workspace/gws-sheets.md,Google Sheets: Read and write spreadsheets.
commands,google-workspace,gws-slides,google-workspace/gws-slides.md,Google Slides: Read and write presentations.
commands,google-workspace,gws-tasks,google-workspace/gws-tasks.md,Google Tasks: Manage task lists and tasks.
commands,google-workspace,gws-vault,google-workspace/gws-vault.md,Google Vault: Manage eDiscovery holds and exports.
commands,google-workspace,gws-workflow-email-to-task,google-workspace/gws-workflow-email-to-task.md,Google Workflow: Convert a Gmail message into a Google Tasks entry.
commands,google-workspace,gws-workflow-file-announce,google-workspace/gws-workflow-file-announce.md,Google Workflow: Announce a Drive file in a Chat space.
commands,google-workspace,gws-workflow-meeting-prep,google-workspace/gws-workflow-meeting-prep.md,"Google Workflow: Prepare for your next meeting: agenda, attendees, and linked docs."
commands,google-workspace,gws-workflow-standup-report,google-workspace/gws-workflow-standup-report.md,Google Workflow: Today's meetings + open tasks as a standup summary.
commands,google-workspace,gws-workflow-weekly-digest,google-workspace/gws-workflow-weekly-digest.md,Google Workflow: Weekly summary: this week's meetings + unread email count.
commands,google-workspace,gws-workflow,google-workspace/gws-workflow.md,Google Workflow: Cross-service productivity workflows.
commands,marketing,publisher-all,marketing/publisher-all.md,"Generate content for ALL platforms at once (X, LinkedIn, Medium, Dev.to)"
commands,marketing,publisher-devto,marketing/publisher-devto.md,Generate Dev.to RSS feed from all blog posts for automatic syndication
commands,marketing,publisher-linkedin,marketing/publisher-linkedin.md,Generate LinkedIn posts from blog content with automatic media attachment via LinkedIn API
commands,marketing,publisher-medium,marketing/publisher-medium.md,Convert blog posts to Medium-ready HTML format with image upload markers
commands,marketing,publisher-x,marketing/publisher-x.md,"Generate copy-pastable X/Twitter threads from blog posts, articles, PDFs, or URLs with 3 format options"
commands,nextjs-vercel,nextjs-api-tester,nextjs-vercel/nextjs-api-tester.md,Test and validate Next.js API routes with comprehensive test scenarios
commands,nextjs-vercel,nextjs-bundle-analyzer,nextjs-vercel/nextjs-bundle-analyzer.md,Analyze and optimize Next.js bundle size with detailed recommendations
commands,nextjs-vercel,nextjs-component-generator,nextjs-vercel/nextjs-component-generator.md,Generate optimized React components for Next.js with TypeScript and best practices
commands,nextjs-vercel,nextjs-middleware-creator,nextjs-vercel/nextjs-middleware-creator.md,"Create optimized Next.js middleware with authentication, rate limiting, and routing logic"
commands,nextjs-vercel,nextjs-migration-helper,nextjs-vercel/nextjs-migration-helper.md,"Comprehensive Next.js migration assistant for Pages Router to App Router, JavaScript to TypeScript, and modern patterns"
commands,nextjs-vercel,nextjs-performance-audit,nextjs-vercel/nextjs-performance-audit.md,Comprehensive Next.js performance audit with actionable optimization recommendations
commands,nextjs-vercel,nextjs-scaffold,nextjs-vercel/nextjs-scaffold.md,Create a new Next.js application with best practices and optimal configuration
commands,nextjs-vercel,vercel-deploy-optimize,nextjs-vercel/vercel-deploy-optimize.md,Optimize and deploy Next.js application to Vercel with performance monitoring
commands,nextjs-vercel,vercel-edge-function,nextjs-vercel/vercel-edge-function.md,"Generate optimized Vercel Edge Functions with geolocation, authentication, and data transformation"
commands,nextjs-vercel,vercel-env-sync,nextjs-vercel/vercel-env-sync.md,Synchronize environment variables between local development and Vercel deployments
commands,orchestration,archive,orchestration/archive.md,
commands,orchestration,commit,orchestration/commit.md,
commands,orchestration,feature-analyzer,orchestration/feature-analyzer.md,"""Turn ideas into fully formed designs and specs through natural collaborative dialogue. Use before implementing new features or making significant changes."""
commands,orchestration,feature-dev,orchestration/feature-dev.md,Guided feature development with codebase understanding and architecture focus
commands,orchestration,feature-pipeline,orchestration/feature-pipeline.md,Execute implementation tasks from a design document. Tasks are tracked as markdown checkboxes directly in the design file.
commands,orchestration,find,orchestration/find.md,
commands,orchestration,log,orchestration/log.md,
commands,orchestration,move,orchestration/move.md,
commands,orchestration,optimize,orchestration/optimize.md,
commands,orchestration,remove,orchestration/remove.md,
commands,orchestration,report,orchestration/report.md,
commands,orchestration,resume,orchestration/resume.md,
commands,orchestration,start,orchestration/start.md,
commands,orchestration,status,orchestration/status.md,
commands,orchestration,sync,orchestration/sync.md,
commands,performance,add-performance-monitoring,performance/add-performance-monitoring.md,"Setup comprehensive application performance monitoring with metrics, alerting, and observability"
commands,performance,implement-caching-strategy,performance/implement-caching-strategy.md,Design and implement comprehensive caching solutions for improved performance and scalability
commands,performance,optimize-api-performance,performance/optimize-api-performance.md,"Comprehensive API performance optimization with response time reduction, throughput improvement, and scalability enhancements"
commands,performance,optimize-build,performance/optimize-build.md,
commands,performance,optimize-bundle-size,performance/optimize-bundle-size.md,"Reduce and optimize bundle sizes through analysis, configuration, and code splitting strategies"
commands,performance,optimize-database-performance,performance/optimize-database-performance.md,"Optimize database queries, indexing, and performance for improved response times and scalability"
commands,performance,optimize-memory-usage,performance/optimize-memory-usage.md,"Comprehensive memory usage optimization with leak detection, garbage collection tuning, and memory profiling"
commands,performance,performance-audit,performance/performance-audit.md,"Comprehensive performance audit with metrics, bottleneck identification, and optimization recommendations"
commands,performance,setup-cdn-optimization,performance/setup-cdn-optimization.md,"Configure CDN for optimal content delivery, caching, and global performance optimization"
commands,performance,system-behavior-simulator,performance/system-behavior-simulator.md,
commands,project-management,add-package,project-management/add-package.md,Add and configure new package to workspace with proper structure and dependencies
commands,project-management,add-to-changelog,project-management/add-to-changelog.md,Add entry to project changelog following Keep a Changelog format
commands,project-management,create-feature,project-management/create-feature.md,"Scaffold new feature with boilerplate code, tests, and documentation"
commands,project-management,create-jtbd,project-management/create-jtbd.md,Create Jobs-to-be-Done (JTBD) analysis for product features
commands,project-management,create-prd,project-management/create-prd.md,Create Product Requirements Document (PRD) for new features
commands,project-management,create-prp,project-management/create-prp.md,Create comprehensive Product Requirement Prompt (PRP) with research and validation
commands,project-management,github-issues,project-management/github-issues.md,"Create, update, and manage GitHub issues using MCP tools. Use this skill when users want to create bug reports, feature requests, or task issues, update existing issues, add labels/assignees/milestones, or manage issue workflows. Triggers on requests like ""create an issue"", ""file a bug"", ""request a "
commands,project-management,init-project,project-management/init-project.md,"Initialize new project with essential structure, configuration, and development environment setup"
commands,project-management,milestone-tracker,project-management/milestone-tracker.md,Track and analyze project milestone progress with predictive analytics
commands,project-management,nuget-manager,project-management/nuget-manager.md,"Manage NuGet packages in .NET projects/solutions. Use this skill when adding, removing, or updating NuGet package versions. It enforces using `dotnet` CLI for package management and provides strict procedures for direct file edits only when updating versions."
commands,project-management,pac-configure,project-management/pac-configure.md,Initialize Product as Code (PAC) project structure with templates and configuration
commands,project-management,pac-create-epic,project-management/pac-create-epic.md,Create new PAC epic following Product as Code specification
commands,project-management,pac-create-ticket,project-management/pac-create-ticket.md,Create new PAC ticket within an epic following Product as Code specification
commands,project-management,pac-update-status,project-management/pac-update-status.md,Update PAC ticket status and track progress in Product as Code workflow
commands,project-management,pac-validate,project-management/pac-validate.md,Validate Product as Code project structure and files for PAC specification compliance
commands,project-management,project-health-check,project-management/project-health-check.md,Analyze overall project health and generate comprehensive metrics report
commands,project-management,project-timeline-simulator,project-management/project-timeline-simulator.md,"Simulate project outcomes with variable modeling, risk assessment, and resource optimization"
commands,project-management,project-to-linear,project-management/project-to-linear.md,Sync project structure and requirements to Linear workspace with comprehensive task breakdown
commands,project-management,release,project-management/release.md,Prepare and execute project release with version management and changelog updates
commands,project-management,todo,project-management/todo.md,Manage project todos in todos.md file
commands,security,add-authentication-system,security/add-authentication-system.md,Implement secure user authentication system with chosen method and security best practices
commands,security,dependency-audit,security/dependency-audit.md,"Audit dependencies for security vulnerabilities, license compliance, and update recommendations"
commands,security,penetration-test,security/penetration-test.md,Perform penetration testing and vulnerability assessment on application
commands,security,secrets-scanner,security/secrets-scanner.md,"Scan codebase for exposed secrets, credentials, and sensitive information"
commands,security,security-audit,security/security-audit.md,Perform comprehensive security assessment and vulnerability analysis
commands,security,security-hardening,security/security-hardening.md,Harden application security configuration with comprehensive security controls
commands,setup,create-database-migrations,setup/create-database-migrations.md,Create and manage database migrations with proper versioning and rollback support
commands,setup,design-database-schema,setup/design-database-schema.md,"Design optimized database schemas with proper relationships, constraints, and performance considerations"
commands,setup,design-rest-api,setup/design-rest-api.md,"Design RESTful API architecture with comprehensive endpoints, authentication, and documentation"
